,Weight Room,Date,time,count
4907,2.0,2016-02-20,10:30am ,79.0
4908,2.0,2016-02-21,10:30am ,38.0
4909,2.0,2016-02-22,10:30am ,91.0
4910,2.0,2016-02-23,10:30am ,44.0
4911,2.0,2016-02-24,10:30am ,81.0
4912,2.0,2016-02-25,10:30am ,64.0
4913,2.0,2016-02-26,10:30am ,47.0
4914,2.0,2016-02-27,10:30am ,
4915,2.0,2016-02-28,10:30am ,34.0
4916,2.0,2016-02-29,10:30am ,93.0
4917,2.0,2016-03-01,10:30am ,56.0
4918,2.0,2016-03-02,10:30am ,77.0
4919,2.0,2016-03-03,10:30am ,49.0
4920,2.0,2016-03-04,10:30am ,63.0
4921,2.0,2016-03-05,10:30am ,62.0
4922,2.0,2016-03-06,10:30am ,48.0
4923,2.0,2016-03-07,10:30am ,72.0
4924,2.0,2016-03-08,10:30am ,64.0
4925,2.0,2016-03-09,10:30am ,72.0
4926,2.0,2016-03-10,10:30am ,58.0
4927,2.0,2016-03-11,10:30am ,51.0
4928,2.0,2016-03-12,10:30am ,26.0
4929,2.0,2016-03-13,10:30am ,14.0
4930,2.0,2016-03-14,10:30am ,15.0
4931,2.0,2016-03-15,10:30am ,21.0
4932,2.0,2016-03-16,10:30am ,17.0
4933,2.0,2016-03-17,10:30am ,19.0
4934,2.0,2016-03-18,10:30am ,13.0
4935,2.0,2016-03-19,10:30am ,24.0
4936,2.0,2016-03-20,10:30am ,30.0
4937,2.0,2016-03-21,10:30am ,86.0
4938,2.0,2016-03-22,10:30am ,55.0
4939,2.0,2016-03-23,10:30am ,81.0
4940,2.0,2016-03-24,10:30am ,42.0
4941,2.0,2016-03-25,10:30am ,
4942,2.0,2016-03-26,10:30am ,43.0
4943,2.0,2016-03-27,10:30am ,31.0
4944,2.0,2016-03-28,10:30am ,87.0
4945,2.0,2016-03-29,10:30am ,71.0
4946,2.0,2016-03-30,10:30am ,73.0
4947,2.0,2016-03-31,10:30am ,60.0
4948,2.0,2016-04-14,10:30am ,52.0
4949,2.0,2016-04-01,10:30am ,51.0
4950,2.0,2016-04-02,10:30am ,64.0
4951,2.0,2016-04-03,10:30am ,23.0
4952,2.0,2016-04-04,10:30am ,82.0
4953,2.0,2016-04-05,10:30am ,74.0
4954,2.0,2016-04-06,10:30am ,67.0
4955,2.0,2016-04-07,10:30am ,50.0
4956,2.0,2016-04-08,10:30am ,45.0
4957,2.0,2016-04-09,10:30am ,37.0
4958,2.0,2016-04-13,10:30am ,71.0
4959,2.0,2016-04-15,10:30am ,47.0
4960,2.0,2016-04-17,10:30am ,32.0
4961,2.0,2016-04-10,10:30am ,21.0
4962,2.0,2016-04-11,10:30am ,63.0
4963,2.0,2016-04-12,10:30am ,52.0
4964,2.0,2016-04-16,10:30am ,57.0
4965,2.0,2016-05-24,10:30am ,
4966,2.0,2016-05-02,10:30am ,67.0
4967,2.0,2016-05-03,10:30am ,74.0
4968,2.0,2016-05-04,10:30am ,60.0
4969,2.0,2016-05-05,10:30am ,44.0
4970,2.0,2016-05-06,10:30am ,35.0
4971,2.0,2016-05-08,10:30am ,46.0
4972,2.0,2016-05-09,10:30am ,
4973,2.0,2016-05-10,10:30am ,
4974,2.0,2016-05-11,10:30am ,
4975,2.0,2016-05-12,10:30am ,
4976,2.0,2016-05-13,10:30am ,
4977,2.0,2016-05-01,10:30am ,35.0
5575,2.0,2015-08-04,11:30am ,22
5576,2.0,2015-08-05,11:30am ,26
5577,2.0,2015-08-06,11:30am ,26
5578,2.0,2015-08-07,11:30am ,18
5579,2.0,2015-08-08,11:30am ,19
5580,2.0,2015-08-09,11:30am ,21
5581,2.0,2015-08-10,11:30am ,21
5582,2.0,2015-08-11,11:30am ,22
5583,2.0,2015-08-12,11:30am ,23
5584,2.0,2015-08-13,11:30am ,25
5585,2.0,2015-08-14,11:30am ,19
5586,2.0,2015-08-15,11:30am ,28
5587,2.0,2015-08-16,11:30am ,
5588,2.0,2015-08-17,11:30am ,47
5589,2.0,2015-08-18,11:30am ,
5590,2.0,2015-08-19,11:30am ,31
5591,2.0,2015-08-20,11:30am ,45
5592,2.0,2015-08-21,11:30am ,63
5593,2.0,2015-08-22,11:30am ,75
5594,2.0,2015-08-23,11:30am ,77
5595,2.0,2015-08-24,11:30am ,65
5596,2.0,2015-08-25,11:30am ,88
5597,2.0,2015-08-26,11:30am ,68
5598,2.0,2015-08-27,11:30am ,53
5599,2.0,2015-08-28,11:30am ,59
5600,2.0,2015-08-29,11:30am ,85
5601,2.0,2015-08-30,11:30am ,68
5602,2.0,2015-08-31,11:30am ,72 
5603,2.0,2015-09-01,11:30am ,89
5604,2.0,2015-09-02,11:30am ,69
5605,2.0,2015-09-03,11:30am ,78
5606,2.0,2015-09-04,11:30am ,51
5607,2.0,2015-09-05,11:30am ,74
5608,2.0,2015-09-06,11:30am ,68
5609,2.0,2015-09-07,11:30am ,57
5610,2.0,2015-09-08,11:30am ,76
5611,2.0,2015-09-09,11:30am ,69
5612,2.0,2015-09-10,11:30am ,66
5613,2.0,2015-09-11,11:30am ,53
5614,2.0,2015-09-12,11:30am ,58
5615,2.0,2015-09-13,11:30am ,52
5616,2.0,2015-09-14,11:30am ,103
5617,2.0,2015-09-15,11:30am ,66
5618,2.0,2015-09-16,11:30am ,52
5619,2.0,2015-09-17,11:30am ,70
5620,2.0,2015-09-18,11:30am ,59
5621,2.0,2015-09-19,11:30am ,74
5622,2.0,2015-09-20,11:30am ,46
5623,2.0,2015-09-21,11:30am ,107.5
5624,2.0,2015-09-22,11:30am ,74
5625,2.0,2015-09-23,11:30am ,57
5626,2.0,2015-09-24,11:30am ,81
5627,2.0,2015-09-25,11:30am ,59
5628,2.0,2015-09-26,11:30am ,
5629,2.0,2015-09-27,11:30am ,44
5630,2.0,2015-09-28,11:30am ,80
5631,2.0,2015-09-29,11:30am ,
5632,2.0,2015-09-30,11:30am ,56
5633,1.0,2015-08-04,11:30am ,34
5634,1.0,2015-08-05,11:30am , 25
5635,1.0,2015-08-06,11:30am ,38
5636,1.0,2015-08-07,11:30am ,43
5637,1.0,2015-08-08,11:30am ,43
5638,1.0,2015-08-09,11:30am ,42
5639,1.0,2015-08-10,11:30am ,44
5640,1.0,2015-08-11,11:30am ,53
5641,1.0,2015-08-12,11:30am ,42
5642,1.0,2015-08-13,11:30am ,36
5643,1.0,2015-08-14,11:30am ,42
5644,1.0,2015-08-15,11:30am ,39
5645,1.0,2015-08-16,11:30am ,
5646,1.0,2015-08-17,11:30am ,153
5647,1.0,2015-08-18,11:30am ,
5648,1.0,2015-08-19,11:30am ,77
5649,1.0,2015-08-20,11:30am ,72
5650,1.0,2015-08-21,11:30am ,105
5651,1.0,2015-08-22,11:30am ,105
5652,1.0,2015-08-23,11:30am ,117
5653,1.0,2015-08-24,11:30am ,150
5654,1.0,2015-08-25,11:30am ,80
5655,1.0,2015-08-26,11:30am ,109
5656,1.0,2015-08-27,11:30am ,95
5657,1.0,2015-08-28,11:30am ,94
5658,1.0,2015-08-29,11:30am ,125
5659,1.0,2015-08-30,11:30am ,80
5660,1.0,2015-08-31,11:30am ,120
5661,1.0,2015-09-01,11:30am ,106
5662,1.0,2015-09-02,11:30am ,112
5663,1.0,2015-09-03,11:30am ,110
5664,1.0,2015-09-04,11:30am ,94
5665,1.0,2015-09-05,11:30am ,82
5666,1.0,2015-09-06,11:30am ,73
5667,1.0,2015-09-07,11:30am ,93
5668,1.0,2015-09-08,11:30am ,124
5669,1.0,2015-09-09,11:30am ,104
5670,1.0,2015-09-10,11:30am ,83
5671,1.0,2015-09-11,11:30am ,89
5672,1.0,2015-09-12,11:30am ,96
5673,1.0,2015-09-13,11:30am ,86
5674,1.0,2015-09-14,11:30am ,135
5675,1.0,2015-09-15,11:30am ,95
5676,1.0,2015-09-16,11:30am ,108
5677,1.0,2015-09-17,11:30am ,86
5678,1.0,2015-09-18,11:30am ,
5679,1.0,2015-09-19,11:30am ,85
5680,1.0,2015-09-20,11:30am ,60
5681,1.0,2015-09-21,11:30am ,108
5682,1.0,2015-09-22,11:30am ,108
5683,1.0,2015-09-23,11:30am ,118
5684,1.0,2015-09-24,11:30am ,75
5685,1.0,2015-09-25,11:30am ,94
5686,1.0,2015-09-26,11:30am ,
5687,1.0,2015-09-27,11:30am ,51
5688,1.0,2015-09-28,11:30am ,117
5689,1.0,2015-09-29,11:30am ,92
5690,1.0,2015-09-30,11:30am ,76
5691,1.0,2015-10-01,11:30am ,55
5692,1.0,2015-10-02,11:30am ,76
5693,1.0,2015-10-03,11:30am ,76
5694,1.0,2015-10-04,11:30am ,50
5695,1.0,2015-10-05,11:30am ,89
5696,1.0,2015-10-06,11:30am ,67
5697,1.0,2015-10-07,11:30am ,101
5698,1.0,2015-10-08,11:30am ,72
5699,1.0,2015-10-09,11:30am ,79
5700,1.0,2015-10-10,11:30am ,54
5701,1.0,2015-10-11,11:30am ,68
5702,1.0,2015-10-12,11:30am ,118
5703,1.0,2015-10-13,11:30am ,122
5704,1.0,2015-10-14,11:30am ,108
5705,1.0,2015-10-15,11:30am ,
5706,1.0,2015-10-16,11:30am ,78
5707,1.0,2015-10-17,11:30am ,77
5708,1.0,2015-10-18,11:30am ,67
5709,1.0,2015-10-19,11:30am ,116
5710,1.0,2015-10-20,11:30am ,60
5711,1.0,2015-10-21,11:30am ,92
5712,1.0,2015-10-22,11:30am ,70
5713,1.0,2015-10-23,11:30am ,
5714,1.0,2015-10-24,11:30am ,64
5715,1.0,2015-10-25,11:30am ,51
5716,1.0,2015-10-26,11:30am ,112
5717,1.0,2015-10-27,11:30am ,97
5718,1.0,2015-10-28,11:30am ,71
5719,1.0,2015-10-29,11:30am ,77
5720,1.0,2015-10-30,11:30am ,
5721,1.0,2015-10-31,11:30am ,66
5722,1.0,2015-11-01,11:30am ,38
5723,1.0,2015-11-02,11:30am ,110
5724,1.0,2015-11-03,11:30am ,112
5725,1.0,2015-11-04,11:30am ,105
5726,1.0,2015-11-05,11:30am ,85
5727,1.0,2015-11-06,11:30am ,76
5728,1.0,2015-11-07,11:30am ,65
5729,1.0,2015-11-08,11:30am ,40
5730,1.0,2015-11-09,11:30am ,89
5731,1.0,2015-11-10,11:30am ,113
5732,1.0,2015-11-11,11:30am ,85
5733,1.0,2015-11-12,11:30am ,
5734,1.0,2015-11-13,11:30am ,67
5735,1.0,2015-11-14,11:30am ,76
5736,1.0,2015-11-15,11:30am ,61
5737,1.0,2015-11-16,11:30am ,61
5738,1.0,2015-11-17,11:30am ,79
5739,1.0,2015-11-18,11:30am ,76
5740,1.0,2015-11-19,11:30am ,65
5741,1.0,2015-11-20,11:30am ,
5742,1.0,2015-11-21,11:30am ,63
5743,1.0,2015-11-22,11:30am ,58
5744,1.0,2015-11-23,11:30am ,80
5745,1.0,2015-11-24,11:30am ,71
5746,1.0,2015-11-25,11:30am ,60
5747,1.0,2015-11-28,11:30am ,40
5748,1.0,2015-11-29,11:30am ,36
5749,1.0,2015-11-30,11:30am ,81
5750,1.0,2015-12-01,11:30am ,99
5751,1.0,2015-12-02,11:30am ,77
5752,1.0,2015-12-03,11:30am ,68
5753,1.0,2015-12-04,11:30am ,70
5754,1.0,2015-12-05,11:30am ,85
5755,1.0,2015-12-06,11:30am ,58
5756,1.0,2015-12-07,11:30am ,75
5757,1.0,2015-12-08,11:30am ,89
5758,1.0,2015-12-09,11:30am ,80
5759,1.0,2015-12-10,11:30am ,72
5760,1.0,2015-12-11,11:30am ,64
5761,1.0,2015-12-12,11:30am ,76
5762,1.0,2015-12-13,11:30am ,62
5763,1.0,2015-12-14,11:30am ,64
5764,1.0,2015-12-15,11:30am ,
5765,1.0,2015-12-16,11:30am ,62
5766,1.0,2015-12-17,11:30am ,40
5767,1.0,2015-12-18,11:30am ,27
5768,1.0,2015-12-19,11:30am ,45
5769,1.0,2015-12-20,11:30am ,36
5770,1.0,2015-12-21,11:30am ,34
5771,1.0,2015-12-22,11:30am ,32
5772,1.0,2015-12-23,11:30am ,23
5773,1.0,2016-01-15,11:30am ,96
5774,1.0,2016-01-16,11:30am ,105
5775,1.0,2016-01-22,11:30am ,92
5776,1.0,2016-01-29,11:30am ,74
5777,1.0,2016-01-02,11:30am ,35
5778,1.0,2016-01-04,11:30am ,41
5779,1.0,2016-01-05,11:30am ,32
5780,1.0,2016-01-06,11:30am ,37
5781,1.0,2016-01-07,11:30am ,39
5782,1.0,2016-01-08,11:30am ,28
5783,1.0,2016-01-09,11:30am ,32
5784,1.0,2016-01-11,11:30am ,62
5785,1.0,2016-01-12,11:30am ,108
5786,1.0,2016-01-13,11:30am ,106
5787,1.0,2016-01-14,11:30am ,72
5788,1.0,2016-01-17,11:30am ,62
5789,1.0,2016-01-18,11:30am ,102
5790,1.0,2016-01-19,11:30am ,111
5791,1.0,2016-01-20,11:30am ,90
5792,1.0,2016-01-21,11:30am ,90
5793,1.0,2016-01-23,11:30am ,120
5794,1.0,2016-01-25,11:30am ,115
5795,1.0,2016-01-26,11:30am ,89
5796,1.0,2016-01-27,11:30am ,117
5797,1.0,2016-01-28,11:30am ,105
5798,1.0,2016-01-31,11:30am ,58
5799,1.0,2016-01-03,11:30am ,31
5800,1.0,2016-01-30,11:30am ,93
5801,1.0,2016-01-23,11:30am ,120
5802,1.0,2016-02-01,11:30am ,109
5803,1.0,2016-02-02,11:30am ,74
5804,1.0,2016-02-03,11:30am ,100
5805,1.0,2016-02-04,11:30am ,73
5806,1.0,2016-02-05,11:30am ,94
5807,1.0,2016-02-06,11:30am ,68
5808,1.0,2016-02-07,11:30am ,112
5809,1.0,2016-02-08,11:30am ,92
5810,1.0,2016-02-09,11:30am ,67
5811,1.0,2016-02-10,11:30am ,84
5812,1.0,2016-02-11,11:30am ,91
5813,1.0,2016-02-12,11:30am ,87
5814,1.0,2016-02-13,11:30am ,109
5815,1.0,2016-02-14,11:30am ,
5816,1.0,2016-02-15,11:30am ,121
5817,1.0,2016-02-16,11:30am ,78
5818,1.0,2016-02-17,11:30am ,102
5819,1.0,2016-02-18,11:30am ,84
5820,1.0,2016-02-19,11:30am ,78
5821,1.0,2016-02-20,11:30am ,135
5822,1.0,2016-02-21,11:30am ,73
5823,1.0,2016-02-22,11:30am ,112
5824,1.0,2016-02-23,11:30am ,82
5825,1.0,2016-02-24,11:30am ,86
5826,1.0,2016-02-25,11:30am ,102
5827,1.0,2016-02-26,11:30am ,93
5828,1.0,2016-02-27,11:30am ,`80
5829,1.0,2016-02-28,11:30am ,42
5830,1.0,2016-02-29,11:30am ,115
5831,1.0,2016-03-01,11:30am ,74
5832,1.0,2016-03-02,11:30am ,112
5833,1.0,2016-03-03,11:30am ,86
5834,1.0,2016-03-04,11:30am ,90
5835,1.0,2016-03-05,11:30am ,83
5836,1.0,2016-03-06,11:30am ,61
5837,1.0,2016-03-07,11:30am ,117
5838,1.0,2016-03-08,11:30am ,103
5839,1.0,2016-03-09,11:30am ,79
5840,1.0,2016-03-10,11:30am ,63
5841,1.0,2016-03-11,11:30am ,85
5842,1.0,2016-03-12,11:30am ,40
5843,1.0,2016-03-13,11:30am ,50
5844,1.0,2016-03-14,11:30am ,45
5845,1.0,2016-03-15,11:30am ,39
5846,1.0,2016-03-16,11:30am ,52
5847,1.0,2016-03-17,11:30am ,65
5848,1.0,2016-03-18,11:30am ,29
5849,1.0,2016-03-19,11:30am ,85
5850,1.0,2016-03-20,11:30am ,55
5851,1.0,2016-03-21,11:30am ,122
5852,1.0,2016-03-22,11:30am ,111
5853,1.0,2016-03-23,11:30am ,0
5854,1.0,2016-03-24,11:30am ,79
5855,1.0,2016-03-25,11:30am ,86
5856,1.0,2016-03-26,11:30am ,72
5857,1.0,2016-03-27,11:30am ,46
5858,1.0,2016-03-28,11:30am ,102
5859,1.0,2016-03-29,11:30am ,76
5860,1.0,2016-03-30,11:30am ,96
5861,1.0,2016-03-31,11:30am ,93
5862,1.0,2016-04-14,11:30am ,74
5863,1.0,2016-04-01,11:30am ,
5864,1.0,2016-04-02,11:30am ,102
5865,1.0,2016-04-03,11:30am ,
5866,1.0,2016-04-04,11:30am ,94
5867,1.0,2016-04-05,11:30am ,106
5868,1.0,2016-04-06,11:30am ,82
5869,1.0,2016-04-07,11:30am ,73
5870,1.0,2016-04-08,11:30am ,59
5871,1.0,2016-04-09,11:30am ,75
5872,1.0,2016-04-13,11:30am ,
5873,1.0,2016-04-15,11:30am ,83
5874,1.0,2016-04-17,11:30am ,72
5875,1.0,2016-04-10,11:30am ,41
5876,1.0,2016-04-11,11:30am ,102
5877,1.0,2016-04-12,11:30am ,112
5878,1.0,2016-04-16,11:30am ,75
5879,1.0,2016-05-24,11:30am ,
5880,1.0,2016-05-02,11:30am ,91
5881,1.0,2016-05-03,11:30am ,88
5882,1.0,2016-05-04,11:30am ,111
5883,1.0,2016-05-05,11:30am ,
5884,1.0,2016-05-06,11:30am ,92
5885,1.0,2016-05-08,11:30am ,47
5886,1.0,2016-05-09,11:30am ,
5887,1.0,2016-05-10,11:30am ,
5888,1.0,2016-05-11,11:30am ,
5889,1.0,2016-05-12,11:30am ,
5890,1.0,2016-05-13,11:30am ,
5891,1.0,2016-05-01,11:30am ,71
5892,2.0,2015-10-01,11:30am ,48
5893,2.0,2015-10-02,11:30am ,65
5894,2.0,2015-10-03,11:30am ,51
5895,2.0,2015-10-04,11:30am ,58
5896,2.0,2015-10-05,11:30am ,65
5897,2.0,2015-10-06,11:30am ,51
5898,2.0,2015-10-07,11:30am ,54
5899,2.0,2015-10-08,11:30am ,67
5900,2.0,2015-10-09,11:30am ,41
5901,2.0,2015-10-10,11:30am ,20
5902,2.0,2015-10-11,11:30am ,51
5903,2.0,2015-10-12,11:30am ,80
5904,2.0,2015-10-13,11:30am ,63
5905,2.0,2015-10-14,11:30am ,59
5906,2.0,2015-10-15,11:30am ,
5907,2.0,2015-10-16,11:30am ,78
5908,2.0,2015-10-17,11:30am ,44
5909,2.0,2015-10-18,11:30am ,48
5910,2.0,2015-10-19,11:30am ,68
5911,2.0,2015-10-20,11:30am ,68
5912,2.0,2015-10-21,11:30am ,60
5913,2.0,2015-10-22,11:30am ,
5914,2.0,2015-10-23,11:30am ,55
5915,2.0,2015-10-24,11:30am ,23
5916,2.0,2015-10-25,11:30am ,48
5917,2.0,2015-10-26,11:30am ,60
5918,2.0,2015-10-27,11:30am ,55
5919,2.0,2015-10-28,11:30am ,48
5920,2.0,2015-10-29,11:30am ,45
5921,2.0,2015-10-30,11:30am ,33
5922,2.0,2015-10-31,11:30am ,31
5923,2.0,2015-11-01,11:30am ,13
5924,2.0,2015-11-02,11:30am ,75
5925,2.0,2015-11-03,11:30am ,58
5926,2.0,2015-11-04,11:30am ,73
5927,2.0,2015-11-05,11:30am ,
5928,2.0,2015-11-06,11:30am ,57
5929,2.0,2015-11-07,11:30am ,42
5930,2.0,2015-11-08,11:30am ,22
5931,2.0,2015-11-09,11:30am ,67
5932,2.0,2015-11-10,11:30am ,55
5933,2.0,2015-11-11,11:30am ,69
5934,2.0,2015-11-12,11:30am ,44
5935,2.0,2015-11-13,11:30am ,43
5936,2.0,2015-11-14,11:30am ,59
5937,2.0,2015-11-15,11:30am ,46
5938,2.0,2015-11-16,11:30am ,53
5939,2.0,2015-11-17,11:30am ,62
5940,2.0,2015-11-18,11:30am ,60
5941,2.0,2015-11-19,11:30am ,55
5942,2.0,2015-11-20,11:30am ,47
5943,2.0,2015-11-21,11:30am ,60
5944,2.0,2015-11-22,11:30am ,51
5945,2.0,2015-11-23,11:30am ,50
5946,2.0,2015-11-24,11:30am ,43
5947,2.0,2015-11-25,11:30am ,27
5948,2.0,2015-11-28,11:30am ,23
5949,2.0,2015-11-29,11:30am ,30
5950,2.0,2015-11-30,11:30am ,52
5951,2.0,2015-12-01,11:30am ,67
5952,2.0,2015-12-02,11:30am ,49
5953,2.0,2015-12-03,11:30am ,67
5954,2.0,2015-12-04,11:30am ,51
5955,2.0,2015-12-05,11:30am ,45
5956,2.0,2015-12-06,11:30am ,32
5957,2.0,2015-12-07,11:30am ,56
5958,2.0,2015-12-08,11:30am ,64
5959,2.0,2015-12-09,11:30am ,69
5960,2.0,2015-12-10,11:30am ,33
5961,2.0,2015-12-11,11:30am ,61
5962,2.0,2015-12-12,11:30am ,58
5963,2.0,2015-12-13,11:30am ,53
5964,2.0,2015-12-14,11:30am ,60
5965,2.0,2015-12-15,11:30am ,44
5966,2.0,2015-12-16,11:30am ,27
5967,2.0,2015-12-17,11:30am ,28
5968,2.0,2015-12-18,11:30am ,21
5969,2.0,2015-12-19,11:30am ,19
5970,2.0,2015-12-20,11:30am ,12
5971,2.0,2015-12-21,11:30am ,13
5972,2.0,2015-12-22,11:30am ,21
5973,2.0,2015-12-23,11:30am ,10
5974,2.0,2016-01-15,11:30am ,74
5975,2.0,2016-01-16,11:30am ,98
5976,2.0,2016-01-22,11:30am ,65
5977,2.0,2016-01-29,11:30am ,51
5978,2.0,2016-01-02,11:30am ,12
5979,2.0,2016-01-04,11:30am ,30
5980,2.0,2016-01-05,11:30am ,20
5981,2.0,2016-01-06,11:30am ,21
5982,2.0,2016-01-07,11:30am ,39
5983,2.0,2016-01-08,11:30am ,16
5984,2.0,2016-01-09,11:30am ,25
5985,2.0,2016-01-11,11:30am ,48
5986,2.0,2016-01-12,11:30am ,62
5987,2.0,2016-01-13,11:30am ,81
5988,2.0,2016-01-14,11:30am ,67
5989,2.0,2016-01-17,11:30am ,65
5990,2.0,2016-01-18,11:30am ,84
5991,2.0,2016-01-19,11:30am ,67
5992,2.0,2016-01-20,11:30am ,76
5993,2.0,2016-01-21,11:30am ,74
5994,2.0,2016-01-23,11:30am ,73
5995,2.0,2016-01-25,11:30am ,99
5996,2.0,2016-01-26,11:30am ,84
5997,2.0,2016-01-27,11:30am ,90
5998,2.0,2016-01-28,11:30am ,98
5999,2.0,2016-01-31,11:30am ,52
6000,2.0,2016-01-03,11:30am ,21
6001,2.0,2016-01-30,11:30am ,74
6002,2.0,2016-01-23,11:30am ,73
6003,2.0,2016-02-01,11:30am ,83
6004,2.0,2016-02-02,11:30am ,
6005,2.0,2016-02-03,11:30am ,77
6006,2.0,2016-02-04,11:30am ,71
6007,2.0,2016-02-05,11:30am ,61
6008,2.0,2016-02-06,11:30am ,51
6009,2.0,2016-02-07,11:30am ,68
6010,2.0,2016-02-08,11:30am ,78
6011,2.0,2016-02-09,11:30am ,64
6012,2.0,2016-02-10,11:30am ,
6013,2.0,2016-02-11,11:30am ,62
6014,2.0,2016-02-12,11:30am ,61
6015,2.0,2016-02-13,11:30am ,84
6016,2.0,2016-02-14,11:30am ,42
6017,2.0,2016-02-15,11:30am ,86
6018,2.0,2016-02-16,11:30am ,
6019,2.0,2016-02-17,11:30am ,96
6020,2.0,2016-02-18,11:30am ,63
6021,2.0,2016-02-19,11:30am ,79
6022,2.0,2016-02-20,11:30am ,86
6023,2.0,2016-02-21,11:30am ,57
6024,2.0,2016-02-22,11:30am ,83
6025,2.0,2016-02-23,11:30am ,65
6026,2.0,2016-02-24,11:30am ,92
6027,2.0,2016-02-25,11:30am ,81
6028,2.0,2016-02-26,11:30am ,50
6029,2.0,2016-02-27,11:30am ,71
6030,2.0,2016-02-28,11:30am ,42
6031,2.0,2016-02-29,11:30am ,100
6032,2.0,2016-03-01,11:30am ,63
6033,2.0,2016-03-02,11:30am ,73
6034,2.0,2016-03-03,11:30am ,98
6035,2.0,2016-03-04,11:30am ,78
6036,2.0,2016-03-05,11:30am ,51
6037,2.0,2016-03-06,11:30am ,39
6038,2.0,2016-03-07,11:30am ,77
6039,2.0,2016-03-08,11:30am ,82
6040,2.0,2016-03-09,11:30am ,52
6041,2.0,2016-03-10,11:30am ,55
6042,2.0,2016-03-11,11:30am ,46
6043,2.0,2016-03-12,11:30am ,16
6044,2.0,2016-03-13,11:30am ,21
6045,2.0,2016-03-14,11:30am ,19
6046,2.0,2016-03-15,11:30am ,14
6047,2.0,2016-03-16,11:30am ,21
6048,2.0,2016-03-17,11:30am ,23
6049,2.0,2016-03-18,11:30am ,23
6050,2.0,2016-03-19,11:30am ,45
6051,2.0,2016-03-20,11:30am ,40
6052,2.0,2016-03-21,11:30am ,105
6053,2.0,2016-03-22,11:30am ,67
6054,2.0,2016-03-23,11:30am ,63
6055,2.0,2016-03-24,11:30am ,63
6056,2.0,2016-03-25,11:30am ,45
6057,2.0,2016-03-26,11:30am ,62
6058,2.0,2016-03-27,11:30am ,38
6059,2.0,2016-03-28,11:30am ,93
6060,2.0,2016-03-29,11:30am ,69
6061,2.0,2016-03-30,11:30am ,80
6062,2.0,2016-03-31,11:30am ,87
6063,2.0,2016-04-14,11:30am ,76
6064,2.0,2016-04-01,11:30am ,70
6065,2.0,2016-04-02,11:30am ,66
6066,2.0,2016-04-03,11:30am ,
6067,2.0,2016-04-04,11:30am ,79
6068,2.0,2016-04-05,11:30am ,62
6069,2.0,2016-04-06,11:30am ,
6070,2.0,2016-04-07,11:30am ,63
6071,2.0,2016-04-08,11:30am ,52
6072,2.0,2016-04-09,11:30am ,44
6073,2.0,2016-04-13,11:30am ,
6074,2.0,2016-04-15,11:30am ,51
6075,2.0,2016-04-17,11:30am ,56
6076,2.0,2016-04-10,11:30am ,
6077,2.0,2016-04-11,11:30am ,51
6078,2.0,2016-04-12,11:30am ,65
6079,2.0,2016-04-16,11:30am ,50
6080,2.0,2016-05-24,11:30am ,
6081,2.0,2016-05-02,11:30am ,53
6082,2.0,2016-05-03,11:30am ,70
6083,2.0,2016-05-04,11:30am ,53
6084,2.0,2016-05-05,11:30am ,34
6085,2.0,2016-05-06,11:30am ,66
6086,2.0,2016-05-08,11:30am ,39
6087,2.0,2016-05-09,11:30am ,
6088,2.0,2016-05-10,11:30am ,
6089,2.0,2016-05-11,11:30am ,
6090,2.0,2016-05-12,11:30am ,
6091,2.0,2016-05-13,11:30am ,
6092,2.0,2016-05-01,11:30am ,38
6690,2.0,2015-08-04,12:30pm ,21
6691,2.0,2015-08-05,12:30pm ,13
6692,2.0,2015-08-06,12:30pm ,25
6693,2.0,2015-08-07,12:30pm ,16
6694,2.0,2015-08-08,12:30pm ,22
6695,2.0,2015-08-09,12:30pm ,13
6696,2.0,2015-08-10,12:30pm ,21
6697,2.0,2015-08-11,12:30pm ,16
6698,2.0,2015-08-12,12:30pm ,18
6699,2.0,2015-08-13,12:30pm ,35
6700,2.0,2015-08-14,12:30pm ,15
6701,2.0,2015-08-15,12:30pm ,24
6702,2.0,2015-08-16,12:30pm ,
6703,2.0,2015-08-17,12:30pm ,41
6704,2.0,2015-08-18,12:30pm ,
6705,2.0,2015-08-19,12:30pm ,33
6706,2.0,2015-08-20,12:30pm ,35
6707,2.0,2015-08-21,12:30pm ,80
6708,2.0,2015-08-22,12:30pm ,78
6709,2.0,2015-08-23,12:30pm ,58
6710,2.0,2015-08-24,12:30pm ,
6711,2.0,2015-08-25,12:30pm ,44
6712,2.0,2015-08-26,12:30pm ,49
6713,2.0,2015-08-27,12:30pm ,43
6714,2.0,2015-08-28,12:30pm ,64
6715,2.0,2015-08-29,12:30pm ,65
6716,2.0,2015-08-30,12:30pm ,96
6717,2.0,2015-08-31,12:30pm ,67
6718,2.0,2015-09-01,12:30pm ,56
6719,2.0,2015-09-02,12:30pm ,63
6720,2.0,2015-09-03,12:30pm ,50
6721,2.0,2015-09-04,12:30pm ,51
6722,2.0,2015-09-05,12:30pm ,82
6723,2.0,2015-09-06,12:30pm ,57
6724,2.0,2015-09-07,12:30pm ,55
6725,2.0,2015-09-08,12:30pm ,52
6726,2.0,2015-09-09,12:30pm ,48
6727,2.0,2015-09-10,12:30pm ,48
6728,2.0,2015-09-11,12:30pm ,63
6729,2.0,2015-09-12,12:30pm ,78
6730,2.0,2015-09-13,12:30pm , 39
